sc_ra,sc_dec,sc_poserr,sc_det_ml,sc_ep_1_flux,sc_ep_2_flux,sc_ep_3_flux,sc_ep_4_flux,sc_ep_5_flux,sc_ep_8_flux,sc_ep_9_flux,sc_hr1,sc_hr2,sc_hr3,sc_hr4,sc_extent,sc_ep_8_fmin,sc_ep_8_fmax,Class
165.5974449,22.65579227,0.48627487,1352.316,3.11E-14,3.40E-14,3.40E-14,4.25E-14,6.82E-14,2.12E-13,1.19E-13,0.1543139,0.021895496,-0.359792,-0.4256841,0,2.12E-13,2.12E-13,2
17.19799587,-15.84368365,2.4029305,18.35396,1.57E-15,1.15E-14,7.79E-15,2.73E-14,1.61E-13,2.10E-13,4.37E-14,0.7475314,-0.3376449,0.07860168,0.2775797,0,2.10E-13,2.10E-13,2
169.0757852,1.378597866,0.668215,630.5019,7.65E-15,1.11E-14,1.20E-14,1.19E-14,3.51E-14,7.92E-14,3.97E-14,0.2006897,-0.017704196,-0.4913957,-0.1092936,0,7.92E-14,7.92E-14,2
171.8709883,64.8258798,0.85013336,204.4519,1.42E-15,5.10E-15,8.48E-15,8.38E-15,7.65E-15,3.02E-14,2.36E-14,0.4248335,0.1449904,-0.4881005,-0.4538209,0,3.02E-14,3.02E-14,2
179.4098406,43.88545809,1.1177142,26.36358,4.97E-16,4.11E-16,1.75E-15,3.87E-15,1.76E-15,9.45E-15,5.09E-15,-0.14807132,0.6556221,-0.17355563,-0.26137197,0,8.38E-15,1.49E-14,2
174.936193,66.19362395,1.068126,105.5093,3.26E-15,5.40E-15,3.23E-15,7.10E-15,1.31E-14,3.31E-14,2.09E-14,0.2113209,-0.3046846,-0.1303971,-0.08474679,0,3.31E-14,3.31E-14,2
175.515411,5.814072742,0.72782254,771.8234,4.38E-14,4.02E-14,4.53E-14,5.12E-14,1.63E-13,3.54E-13,1.57E-13,-0.08563059,0.0277414,-0.429125,-0.128631,0,3.54E-13,3.54E-13,2
176.4331448,65.14147495,1.1726297,59.10538,1.22E-15,3.16E-15,3.00E-15,6.67E-15,6.38E-15,2.25E-14,1.23E-14,0.3507237,-0.032271452,-0.1455043,-0.3823361,0,2.25E-14,2.25E-14,2
37.78856336,-0.942880021,1.34,33.25489,8.19E-16,1.83E-15,1.91E-15,1.93E-15,8.28E-16,8.68E-15,7.05E-15,0.2925158,0.07430081,-0.418827,-0.8368774,0,8.68E-15,8.68E-15,2
179.6660172,26.41960876,0.79222435,128.9827,8.41E-16,3.11E-15,6.11E-15,1.06E-14,3.54E-15,2.54E-14,1.90E-14,0.5787444,0.290322,-0.2193888,-0.7133759,0,2.54E-14,2.54E-14,2
161.3747346,6.394152844,0.9672459,163.3938,6.70E-15,8.21E-15,1.02E-14,1.21E-14,1.19E-13,1.56E-13,3.48E-14,0.02218408,-0.052334618,-0.4346192,0.4860685,0,1.56E-13,1.56E-13,2
188.1425999,0.352687722,0.6954108,610.3054,1.11E-14,1.24E-14,1.38E-14,1.81E-14,1.25E-14,6.79E-14,5.09E-14,0.027023712,-0.1001626,-0.3907942,-0.6592041,0,6.79E-14,6.79E-14,2
180.159919,56.19835864,0.67264074,233.0453,4.24E-15,5.92E-15,7.71E-15,8.51E-15,2.91E-15,2.98E-14,2.39E-14,0.1450148,0.062322136,-0.455292,-0.8589732,0,2.98E-14,2.98E-14,2
38.87895472,0.213320898,1.7003195,16.12705,3.01E-15,2.46E-17,8.29E-16,2.57E-15,1.71E-15,8.54E-15,2.54E-15,-0.9834303,0.9403727,-0.2982692,-0.600566,0,8.54E-15,8.54E-15,2
180.212778,34.28390928,0.337798,18790.08,7.93E-14,7.66E-14,5.62E-14,4.62E-14,4.47E-14,3.02E-13,2.21E-13,-0.017902685,-0.2182895,-0.5502089,-0.5872548,0,3.02E-13,3.02E-13,2
36.76866008,-4.394195478,2.2807693,10.1088,1.38E-17,1.63E-17,1.40E-15,1.56E-15,6.07E-16,5.36E-15,3.03E-15,-0.6514587,0.9687811,-0.2006603,-0.8788196,0,5.36E-15,5.36E-15,2
184.1690674,7.206751108,0.33407184,11609.29,2.00E-13,2.05E-13,1.90E-13,2.13E-13,5.46E-13,1.35E-12,6.74E-13,-0.01590883,-0.05242173,-0.4289674,-0.2524733,0,1.35E-12,1.35E-12,2
184.9338956,29.48043676,0.5660198,1084.814,1.79E-14,2.33E-14,2.17E-14,2.17E-14,6.76E-14,1.53E-13,7.66E-14,0.08085109,-0.1050139,-0.483507,-0.093691625,0,1.53E-13,1.53E-13,2
186.3641906,22.58693407,0.20547447,92979.73,7.43E-14,1.14E-13,1.45E-13,2.13E-13,2.87E-13,8.32E-13,4.82E-13,0.1634428,0.05371838,-0.3220348,-0.5097703,0,8.32E-13,8.32E-13,2
36.41868257,-4.640480643,0.8009499,23.65256,3.45E-16,1.05E-15,1.29E-15,3.23E-15,1.52E-15,9.06E-15,6.30E-15,0.40606317,0.18014464,-0.16169512,-0.19049343,0,7.43E-15,3.47E-14,2
8.917380604,-43.84923417,1.4177991,10.18619,9.36E-16,6.59E-16,7.84E-16,2.69E-15,9.29E-15,1.56E-14,4.77E-15,0.005541684,-0.029530847,-0.12304515,0.21933912,0,1.19E-14,2.94E-14,2
187.8808466,64.23845165,0.14050253,377495.6,5.74E-13,7.52E-13,6.92E-13,6.22E-13,5.70E-13,3.16E-12,2.42E-12,0.09420438,-0.09157711,-0.5008863,-0.6293476,0,1.84E-12,4.49E-12,2
188.3126661,0.028310307,0.6274538,352.3272,1.09E-15,2.55E-15,4.58E-15,6.53E-15,4.42E-15,1.98E-14,1.34E-14,0.3867203,0.247682,-0.3320688,-0.7226428,0,1.98E-14,1.98E-14,2
191.3220191,34.07567876,0.5006194,3795.04,7.34E-14,5.96E-14,4.83E-14,5.46E-14,7.79E-14,3.18E-13,1.90E-13,-0.164551,-0.2148216,-0.4352738,-0.4802436,0,3.18E-13,3.18E-13,2
191.8656197,34.25258057,0.9625738,174.5427,1.45E-14,1.01E-14,9.34E-15,1.00E-14,2.35E-14,7.44E-14,3.83E-14,-0.1307179,-0.1713146,-0.07977984,-0.305196,0,7.44E-14,7.44E-14,2
193.2723133,-9.139926715,0.40738115,345.5354,1.75E-15,2.68E-15,4.07E-15,5.12E-15,8.33E-15,2.37E-14,1.49E-14,0.2010305,0.13613746,-0.4331839,-0.41064158,0,2.09E-14,5.41E-14,2
193.4371352,30.97231473,0.5479871,410.9455,7.52E-15,1.08E-14,1.12E-14,1.71E-14,2.99E-14,7.72E-14,4.86E-14,0.121954344,-0.03603711,-0.34616977,-0.32200876,0,6.80E-14,9.66E-14,2
194.0532287,-5.941577434,0.37651446,6735.188,4.16E-14,5.15E-14,5.01E-14,6.44E-14,1.68E-13,3.78E-13,1.77E-13,0.08478093,0.002452624,-0.3616892,-0.27540404,0,3.54E-13,3.97E-13,2
195.0665586,27.42616124,0.69406265,361.0543,8.80E-15,9.71E-15,1.34E-14,1.07E-14,4.09E-15,5.06E-14,3.79E-14,0.060792714,0.08269853,-0.5677254,-0.6927614,0,5.06E-14,5.06E-14,2
202.686379,1.199732436,1.2451947,133.3227,1.83E-14,1.64E-14,1.23E-14,3.58E-15,8.47E-15,6.81E-14,4.50E-14,-0.09783066,-0.1833166,-0.6957194,-0.1423294,0,6.81E-14,6.81E-14,2
205.3080754,-0.887495619,0.18419054,71264.98,3.57E-13,4.72E-13,5.39E-13,7.14E-13,1.36E-12,3.45E-12,1.81E-12,0.08975368,0.003521046,-0.3654945,-0.3735173,0,3.45E-12,3.45E-12,2
210.1834977,-11.00951031,0.6110306,582.7049,7.57E-15,1.01E-14,1.52E-14,2.31E-14,2.95E-14,8.70E-14,5.03E-14,0.07601624,0.1042848,-0.328835,-0.2171165,0,8.70E-14,8.70E-14,2
210.955311,0.027478658,1.2868601,76.22278,9.41E-16,7.66E-15,5.45E-15,1.90E-14,1.77E-14,5.08E-14,2.83E-14,0.7733011,-0.1797708,0.09470869,-0.3689862,0,5.08E-14,5.08E-14,2
210.9646896,-0.176107931,0.7525554,288.5418,4.18E-15,5.86E-15,7.34E-15,1.42E-14,2.71E-14,5.95E-14,2.59E-14,0.1348216,0.04090488,-0.2020478,-0.2946764,0,5.95E-14,5.95E-14,2
213.1103652,52.8965551,0.442422,873.9567,1.97E-14,1.97E-14,2.37E-14,2.72E-14,7.35E-15,9.60E-14,7.82E-14,-0.006184238,0.05624314,-0.402147,-0.5485444,0,8.93E-14,1.64E-13,2
217.7699219,28.28726934,0.16435735,279281.9,1.53E-12,1.56E-12,1.32E-12,1.40E-12,1.73E-12,7.54E-12,4.94E-12,-0.024144508,-0.1498961,-0.4599091,-0.5311421,0,7.54E-12,7.54E-12,2
222.3937,63.45613933,1.0776445,231.8524,2.10E-14,2.60E-14,1.58E-14,1.97E-14,1.50E-14,1.07E-13,7.03E-14,0.1273211,-0.2702302,-0.3905717,-0.4301524,0,1.07E-13,1.07E-13,2
224.4281974,24.60403122,1.0617912,127.2874,3.70E-15,5.14E-15,6.00E-15,9.54E-15,2.67E-15,2.86E-14,1.89E-14,0.1779859,0.011221454,-0.2836549,-0.8994406,0,2.86E-14,2.86E-14,2
224.4946661,-0.231548036,1.0715996,158.0595,2.64E-15,5.17E-15,6.60E-15,5.15E-15,2.04E-14,4.20E-14,1.98E-14,0.1710403,-0.011829936,-0.5772004,0.4131464,0,4.20E-14,4.20E-14,2
76.40219726,-29.01373702,0.7824469,1472.762,2.52E-15,1.88E-14,3.89E-14,7.56E-14,1.69E-13,3.06E-13,1.19E-13,0.7363793,0.307395,-0.1873702,-0.2882963,0,3.06E-13,3.06E-13,2
286.3580656,42.46107745,0.3810285,457968.1,6.27E-13,1.10E-12,1.32E-12,1.85E-12,2.95E-12,7.83E-12,4.42E-12,0.2739775,0.030274635,-0.3399839,-0.4324625,0,7.83E-12,7.83E-12,2
77.34933387,-67.35682696,0.5814476,1726.058,4.74E-15,1.76E-14,2.25E-14,2.86E-14,4.10E-14,1.16E-13,7.23E-14,0.5777289,0.055974178,-0.3815624,-0.4529885,0,1.16E-13,1.16E-13,2
100.4643381,-50.95381426,0.7786674,620.2498,5.03E-15,7.19E-15,7.39E-15,1.13E-14,7.91E-15,4.11E-14,2.74E-14,0.1368691,0.005097776,-0.3044502,-0.564218,0,4.11E-14,4.11E-14,2
328.5821116,-9.298003306,0.46293044,660.7621,3.59E-15,6.88E-15,1.18E-14,1.13E-14,6.57E-15,4.28E-14,3.25E-14,0.24341775,0.18742318,-0.48001128,-0.76631874,0,3.86E-14,4.68E-14,2
332.2843579,-0.933032642,0.56633997,1670.417,2.79E-14,6.91E-14,8.96E-14,1.40E-13,2.59E-13,5.92E-13,3.01E-13,0.401653,0.1003064,-0.2876225,-0.4173807,0,5.92E-13,5.92E-13,2
115.8024359,74.49351097,0.23454623,66171.43,3.04E-13,3.72E-13,3.66E-13,4.49E-13,7.74E-13,2.27E-12,1.28E-12,0.045736987,-0.08397711,-0.3993164,-0.39117423,0,2.24E-12,2.29E-12,2
334.5910694,-8.225141686,0.33722004,3157.79,3.12E-14,4.50E-14,5.04E-14,5.61E-14,8.11E-14,2.65E-13,1.62E-13,0.2328504,0.13784356,-0.41528368,-0.5365436,0,2.45E-13,2.89E-13,2
118.068988,50.04775452,0.443703,4086.015,8.54E-14,1.26E-13,1.33E-13,2.01E-13,4.02E-13,9.48E-13,4.81E-13,0.19613321,-0.02406626,-0.29063874,-0.3466615,0,8.31E-13,1.10E-12,2
123.86655,-3.140454862,0.33069134,5716.795,2.55E-14,9.37E-14,1.03E-13,1.02E-13,8.39E-14,4.10E-13,2.29E-13,0.5728942,-0.013539456,-0.4851594,-0.6582232,0,4.10E-13,4.10E-13,2
346.2338298,0.120191779,0.843963,112.8313,1.17E-15,1.82E-15,2.41E-15,1.38E-14,3.75E-14,5.72E-14,1.26E-14,0.1392084,0.08817669,0.2681997,-0.08975628,0,5.72E-14,5.72E-14,2
129.0283724,21.37963153,1.3478113,60.64236,6.79E-16,1.80E-15,2.04E-15,5.00E-16,1.53E-14,2.23E-14,5.97E-15,0.3252539,-0.05924049,-0.7823255,0.9419436,0,2.23E-14,2.23E-14,2
134.6726659,14.16242959,0.33095303,27365.9,4.16E-14,1.75E-13,2.94E-13,4.25E-13,1.08E-12,2.02E-12,8.93E-13,0.5849569,0.2024765,-0.3260349,-0.2411938,0,2.02E-12,2.02E-12,2
353.0305932,20.09143228,1.09202,101.273,1.07E-15,5.52E-15,5.40E-15,7.20E-15,6.57E-15,3.60E-14,2.22E-14,0.6612429,0.068247534,-0.3709021,-0.8363002,0,3.60E-14,3.60E-14,2
135.6977922,60.07438468,0.73439276,1815.739,5.06E-14,6.18E-14,7.38E-14,8.02E-14,1.03E-13,3.87E-13,2.36E-13,0.07552572,0.036897358,-0.4511292,-0.3147363,0,3.87E-13,3.87E-13,2
354.0591555,2.155092499,0.42471594,13633.33,2.19E-14,1.08E-13,1.13E-13,1.25E-13,9.61E-14,4.58E-13,3.88E-13,0.6679608,-0.035897303,-0.42152837,-0.6631226,0,3.79E-13,5.90E-13,2
136.5840996,-0.503669175,2.547527,45.67089,8.99E-15,5.85E-15,1.42E-14,3.90E-15,0,3.29E-14,3.10E-14,-0.2866671,0.2734723,-0.8321206,-1,0,3.29E-14,3.29E-14,2
139.445778,41.98032,2.2565277,28.11146,3.83E-15,6.54E-15,7.39E-15,6.64E-15,7.06E-14,1.15E-13,2.75E-14,0.3176031,0.06504329,-0.047833525,0.2037994,0,1.15E-13,1.15E-13,2
139.7025382,21.28808265,0.18242227,90430.55,5.47E-14,6.58E-14,1.04E-13,2.11E-13,4.10E-13,9.90E-13,3.53E-13,0.28768608,0.31959748,-0.3028584,-0.51959306,0,2.49E-13,2.22E-12,2
357.1011795,-31.00833232,0.7850848,266.9792,5.13E-15,4.58E-15,3.14E-15,9.86E-15,1.60E-14,4.30E-14,1.75E-14,-0.1175724,-0.1078771,-0.1463294,-0.2583463,0,4.30E-14,4.30E-14,2
21.29035014,-35.02102993,1.136018,73.83302,1.61E-15,4.05E-15,4.30E-15,1.08E-14,5.46E-15,2.62E-14,1.86E-14,0.4074765,-0.11067713,-0.09556774,-0.13230869,0,2.01E-14,7.11E-14,2
203.5928883,38.1057152,0.5951141,123.2029,1.56E-15,1.95E-15,2.46E-15,1.52E-15,4.67E-15,1.56E-14,7.59E-15,0.024012959,0.020186685,-0.5603847,0.015921542,0,1.27E-14,1.87E-14,2
147.1406167,0.416382993,0.3431548,1824.502,7.94E-15,1.38E-14,1.46E-14,1.57E-14,2.44E-14,7.76E-14,4.55E-14,0.29418954,0.024289181,-0.43193895,-0.40511078,0,3.50E-14,1.07E-13,2
150.1478654,5.407927254,0.3568652,10527.12,1.42E-13,1.74E-13,1.63E-13,2.11E-13,4.31E-13,1.11E-12,5.96E-13,0.09609913,-0.10669846,-0.3835292,-0.27472612,0,9.22E-13,2.57E-12,2
150.6680276,1.616361277,1.0757929,35.88978,8.26E-18,7.97E-17,1.50E-15,4.43E-15,4.29E-16,8.52E-15,4.42E-15,0.14114223,0.8077522,0.15829535,-0.924638,0,7.76E-15,1.92E-14,2
154.2233804,73.40080354,0.363786,52014.53,1.03E-13,2.37E-13,3.71E-13,6.26E-13,1.07E-12,2.40E-12,1.18E-12,0.3499261,0.1575323,-0.2564417,-0.4094646,0,2.40E-12,2.40E-12,2
154.5986066,-0.091057132,0.5873456,215.9301,6.60E-15,1.08E-14,9.70E-15,1.29E-14,6.22E-15,5.13E-14,3.63E-14,0.24700753,-0.10693359,-0.38123006,-0.7208432,0,4.82E-14,5.83E-14,2
155.1082903,61.40724062,3.0154405,15.22716,7.98E-15,3.26E-15,9.99E-15,2.04E-14,1.56E-14,5.86E-14,3.20E-14,0.09407291,0.3148322,-0.3337211,-0.071041524,0,5.86E-14,5.86E-14,2
155.2633292,13.14280011,0.79903775,202.5662,2.13E-15,3.48E-15,8.16E-15,1.25E-14,4.64E-14,7.33E-14,2.22E-14,0.2419188,0.3758373,-0.3115375,0.014485045,0,7.33E-14,7.33E-14,2
158.4720129,57.54469275,0.3971094,943.0834,1.37E-14,1.22E-14,9.36E-15,1.09E-14,9.81E-15,5.90E-14,3.74E-14,-0.09076188,-0.1925709,-0.3940337,-0.5145509,0,5.17E-14,8.71E-14,2
158.5357259,60.03112154,0.4034038,3023.857,3.33E-14,4.24E-14,2.16E-14,2.72E-14,1.75E-13,3.00E-13,1.07E-13,0.1230006,-0.3958421,-0.3840852,0.2441644,0,3.00E-13,3.00E-13,2
158.9489149,57.71753288,2.1913347,28.99267,1.69E-15,1.89E-15,4.10E-15,3.50E-15,0,1.12E-14,1.05E-14,0.02500343,0.228393,-0.5552279,-1,0,1.12E-14,1.12E-14,2
159.7299398,57.97068382,0.9920485,207.2515,1.06E-14,1.19E-14,1.50E-14,7.06E-15,2.44E-14,7.59E-14,4.37E-14,-0.02256588,0.104716,-0.6243888,-0.2975155,0,7.59E-14,7.59E-14,2
36.48682013,-4.981514485,0.5798643,69.14876,1.72E-15,2.37E-15,2.49E-15,1.09E-15,5.89E-15,1.82E-14,8.28E-15,-0.024696603,-0.055328693,-0.59285116,0.2019115,0,1.56E-14,2.26E-14,2
162.4309187,58.63060788,0.4234542,3410.455,1.12E-14,1.40E-14,7.39E-15,5.50E-14,4.71E-13,5.58E-13,5.83E-14,0.06815626,-0.3728956,0.4451129,0.3635214,0,5.58E-13,5.58E-13,2
162.6594584,50.07026477,0.69428337,1857.943,2.71E-14,2.83E-14,2.67E-14,4.65E-14,6.85E-14,2.01E-13,1.04E-13,0.020541357,-0.0705526,-0.2565155,-0.4464406,0,2.01E-13,2.01E-13,2
165.7223047,36.07384197,1.2060767,26.49068,1.76E-15,2.37E-15,3.29E-15,1.58E-15,0,1.11E-14,9.69E-15,0.08075068,0.24643129,-0.38946828,-1,0,9.98E-15,2.12E-14,2
166.5449043,64.00260248,0.79993916,599.5829,3.00E-14,3.13E-14,2.38E-14,3.14E-14,5.00E-14,1.78E-13,9.98E-14,-0.006848201,-0.1005648,-0.3897554,-0.5666953,0,1.78E-13,1.78E-13,2
169.6369789,7.817069799,0.16438621,5028.826,1.18E-14,1.60E-14,1.82E-14,2.01E-14,3.01E-14,9.71E-14,5.84E-14,0.1321084,0.034276225,-0.4221341,-0.38757175,0,8.52E-14,1.36E-13,2
170.5491422,43.28035127,1.4735624,177.0945,6.00E-14,8.44E-14,5.59E-14,1.67E-14,6.85E-16,2.07E-13,2.05E-13,0.22001432,-0.07166335,-0.88297576,-0.9993806,0,1.89E-13,3.22E-13,2
37.39217513,0.75675298,0.82734644,294.8364,6.23E-15,8.01E-15,8.88E-15,1.14E-14,2.22E-14,5.87E-14,2.11E-14,0.057821013,-0.047273904,-0.3860481,-0.3418688,0,5.87E-14,5.87E-14,2
172.7790184,31.42180621,0.43931752,857.4402,1.70E-14,2.22E-14,1.92E-14,3.11E-14,1.10E-13,2.33E-13,7.58E-14,0.1370483,0.018250588,-0.37314743,-0.20748954,0,2.29E-13,2.35E-13,2
136.4595609,0.663366988,1.5431951,43.75819,2.58E-15,1.00E-14,7.98E-15,2.19E-15,9.38E-14,1.32E-13,3.53E-14,0.55470395,-0.004063141,-0.41976416,0.7294517,0,9.93E-14,1.75E-13,2
150.6115203,1.680923463,0.48389727,315.1289,2.93E-15,3.17E-15,3.46E-15,3.90E-15,3.56E-15,1.85E-14,1.18E-14,0.006609003,-0.040076848,-0.4051721,-0.4670297,0,1.60E-14,2.42E-14,2
181.210742,44.47648143,0.5550542,2041.821,2.84E-14,2.65E-14,2.39E-14,2.72E-14,2.90E-14,1.47E-13,8.68E-14,-0.079554155,-0.1136962,-0.4231722,-0.5259065,0,1.47E-13,1.47E-13,2
181.6833692,49.89354095,0.3591241,2450.771,3.91E-14,1.05E-14,7.06E-15,9.04E-15,1.11E-14,7.65E-14,2.90E-14,-0.6037617,-0.2742345,-0.356038,-0.3679286,0,7.65E-14,7.65E-14,2
182.306766,43.65584428,0.42145684,8239.474,3.91E-14,7.82E-14,9.86E-14,1.54E-13,2.56E-13,6.33E-13,3.30E-13,0.3066015,0.062051713,-0.2850691,-0.4492582,0,6.33E-13,6.33E-13,2
143.1775846,28.91419858,0.7218193,417.6595,9.78E-15,1.28E-14,1.47E-14,1.74E-14,1.29E-14,7.59E-14,4.99E-14,0.044571575,0.05418058,-0.4568866,-0.4795571,0,7.59E-14,7.59E-14,2
150.0914714,2.399057602,0.5064885,153.7477,1.61E-15,3.26E-15,3.68E-15,2.39E-15,4.75E-15,1.92E-14,1.23E-14,0.31625462,-0.08278292,-0.629268,0.17883083,0,1.36E-14,6.16E-14,2
185.0495335,2.061613457,0.22603849,1020000,9.65E-13,1.28E-12,1.33E-12,1.81E-12,2.73E-12,8.14E-12,4.66E-12,0.2104521,-0.008088499,-0.3329095,-0.4384313,0,8.14E-12,8.14E-12,2
185.1115452,6.463904919,1.5672083,82.75977,1.06E-14,2.63E-14,1.50E-14,2.42E-14,1.06E-14,8.60E-14,7.68E-14,0.3706895,-0.3282025,-0.2942396,-0.631754,0,8.60E-14,8.60E-14,2
185.2136054,75.0921997,0.3198914,6639.786,5.74E-14,9.45E-14,1.22E-13,1.76E-13,4.33E-13,8.82E-13,3.63E-13,0.20954224,0.07873346,-0.33745158,-0.24665189,0,8.15E-13,9.76E-13,2
24.44585266,0.146548794,1.3090818,32.50986,2.25E-15,1.30E-15,6.59E-15,2.73E-15,4.36E-15,2.85E-14,1.70E-14,-0.22398514,0.6112929,-0.7325709,0.6584749,0,2.47E-14,5.72E-14,2
188.1169143,14.26655431,0.91666204,925.4191,2.81E-14,4.83E-14,4.85E-14,6.62E-14,3.67E-14,2.51E-13,1.73E-13,0.2811283,0.000596101,-0.3393922,-0.7700173,0,2.51E-13,2.51E-13,2
189.0077769,26.58086936,0.43751106,782.1165,5.35E-15,6.92E-15,7.43E-15,6.03E-15,1.06E-14,3.68E-14,3.48E-14,0.1301889,-0.012393499,-0.5520735,-0.3993226,0,3.68E-14,3.68E-14,2
189.7761707,-16.18002837,0.5916835,22237.03,1.52E-14,3.90E-14,5.11E-14,5.71E-13,2.07E-12,2.75E-12,4.06E-13,0.4374763,0.0726729,0.5945674,-0.041158274,0,2.75E-12,2.75E-12,2
195.8043825,28.18562212,0.785602,271.478,2.10E-14,2.35E-14,2.46E-14,1.75E-14,4.87E-14,1.37E-13,7.64E-14,0.1306503,0.08205346,-0.576951,-0.2660406,0,1.37E-13,1.37E-13,2
195.9679802,27.94308772,0.6010162,647.1899,1.15E-14,1.23E-14,1.11E-14,1.62E-14,2.74E-14,7.42E-14,4.13E-14,0.024857206,-0.1405904,-0.3285355,-0.1544395,0,7.42E-14,7.42E-14,2
196.2809908,-0.637575001,1.3281213,86.32402,8.33E-15,9.26E-15,5.03E-15,4.03E-15,1.61E-14,6.44E-14,3.09E-14,-0.09296824,-0.3009191,0.027735954,-0.4815586,0,6.44E-14,6.44E-14,2
197.4869516,40.88189433,1.1159858,122.8094,2.74E-14,3.27E-14,3.60E-14,2.86E-14,6.83E-15,1.28E-13,1.11E-13,0.035378996,-0.020435313,-0.5161346,-0.8610904,0,1.28E-13,1.28E-13,2
201.5736225,0.051974681,0.96587265,71.37008,1.08E-15,2.76E-15,4.20E-15,6.79E-15,7.28E-15,2.33E-14,1.38E-14,0.2634112,0.1787451,-0.2390337,-0.5520378,0,2.33E-14,2.33E-14,2
201.8522227,1.265902457,0.7021558,293.1781,3.06E-15,5.95E-15,5.67E-15,5.37E-15,3.00E-15,2.50E-14,1.97E-14,0.2861947,-0.1071168,-0.5165732,-0.7043282,0,2.50E-14,2.50E-14,2
203.4352101,37.96518195,0.37311026,643.6158,7.03E-15,5.66E-15,4.12E-15,3.72E-15,1.04E-15,2.23E-14,1.63E-14,-0.15709674,-0.23167144,-0.47665092,-0.68202376,0,1.87E-14,2.95E-14,2
203.7172148,37.96240965,0.23533097,1826.915,5.24E-15,6.21E-15,6.74E-15,1.00E-14,1.85E-14,4.72E-14,2.29E-14,0.037353225,-0.020644313,-0.31317484,-0.37706515,0,4.49E-14,4.82E-14,2
204.3368423,52.04121328,0.4845656,759.8033,1.01E-14,9.64E-15,6.25E-15,3.95E-15,1.58E-14,4.90E-14,2.59E-14,-0.08894629,-0.2729065,-0.6281319,0.1773658,0,4.90E-14,4.90E-14,2
207.1833871,-3.890129782,0.34438726,2822.315,1.58E-14,2.35E-14,2.66E-14,3.56E-14,3.98E-14,1.42E-13,9.08E-14,0.1795654,-0.005007725,-0.3592302,-0.5679106,0,1.42E-13,1.42E-13,2
208.3619592,40.28259941,0.6328791,260.9701,9.13E-15,4.58E-14,1.86E-14,1.09E-14,2.04E-14,1.09E-13,6.52E-14,0.7374723,-0.4323442,-0.587724,-0.5260312,0,1.09E-13,1.09E-13,2
209.6448474,37.15123303,0.69323957,5781.625,8.87E-14,8.42E-14,8.32E-14,8.71E-14,1.26E-13,4.72E-13,2.88E-13,-0.027568843,-0.066412754,-0.4673056,-0.4458412,0,4.72E-13,4.72E-13,2
211.3087739,43.44008096,0.82458884,421.1346,1.30E-14,1.72E-14,2.14E-14,3.13E-14,3.17E-14,1.09E-13,7.12E-14,0.09549942,0.104331,-0.2554212,-0.3968111,0,1.09E-13,1.09E-13,2
211.5912184,22.39627595,0.14560415,98101.09,3.33E-13,1.99E-13,4.19E-14,6.24E-14,8.93E-14,7.35E-13,3.98E-13,-0.2972431,-0.7086004,-0.33977592,-0.47794074,0,6.58E-13,1.11E-12,2
211.7578522,13.8275507,1.1485697,49.32241,4.90E-16,1.43E-15,4.84E-15,7.70E-15,4.33E-14,5.84E-14,1.31E-14,0.187213,0.4878218,-0.2591701,0.1993922,0,5.84E-14,5.84E-14,2
212.9622955,0.514335236,0.6625532,327.2018,4.92E-15,7.86E-15,6.27E-15,1.43E-14,8.40E-15,4.60E-14,2.77E-14,0.2098467,-0.185513,-0.1343225,-0.5472859,0,4.60E-14,4.60E-14,2
10.33952777,-28.49971206,0.6642486,2242.971,2.94E-14,3.24E-14,3.61E-14,5.54E-14,8.42E-14,2.39E-13,1.28E-13,0.045398645,0.003394315,-0.2890083,-0.4777069,0,2.39E-13,2.39E-13,2
216.0278348,38.62088999,0.5483927,901.2045,1.58E-14,2.18E-14,2.20E-14,1.44E-14,4.28E-14,1.18E-13,8.53E-14,0.14066724,-0.04680003,-0.61972934,-0.044646934,0,1.15E-13,1.59E-13,2
217.5828365,-0.079325415,0.49035043,640.6135,8.33E-15,1.21E-14,1.21E-14,1.28E-14,3.15E-14,8.28E-14,4.21E-14,0.122816,-0.067178726,-0.4301466,-0.1812177,0,8.28E-14,8.28E-14,2
218.7185985,48.66178789,0.7124567,86416.09,1.01E-12,1.47E-12,1.81E-12,2.56E-12,5.85E-12,1.26E-11,5.99E-12,0.1708742,0.097705536,-0.326636,-0.29210997,0,1.06E-11,1.53E-11,2
220.8182015,-0.566755465,0.38813904,1280.05,1.20E-14,1.75E-14,1.99E-14,2.41E-14,4.01E-14,1.16E-13,6.67E-14,0.18787841,0.020376151,-0.39782688,-0.36901978,0,1.06E-13,1.18E-13,2
222.3770478,-0.796198357,0.27516955,9314.938,5.08E-14,9.03E-14,1.10E-13,1.45E-13,2.51E-13,6.47E-13,3.60E-13,0.2354209,0.05264814,-0.3606616,-0.4317694,0,6.47E-13,6.47E-13,2
224.3545483,-1.113145098,1.1330312,56.12415,2.43E-15,1.96E-15,3.68E-15,3.34E-15,8.94E-16,1.55E-14,1.01E-14,-0.1093279,0.2145996,-0.3580123,-0.9084195,0,1.55E-14,1.55E-14,2
224.3894755,-1.235814295,0.78377604,346.4279,3.54E-15,1.29E-14,1.37E-14,1.69E-14,3.68E-14,8.49E-14,4.65E-14,0.5041881,-0.028889867,-0.4031853,-0.3309572,0,8.49E-14,8.49E-14,2
