sc_ra,sc_dec,sc_poserr,sc_det_ml,sc_ep_1_flux,sc_ep_2_flux,sc_ep_3_flux,sc_ep_4_flux,sc_ep_5_flux,sc_ep_8_flux,sc_ep_9_flux,sc_hr1,sc_hr2,sc_hr3,sc_hr4,sc_extent,sc_ep_8_fmin,sc_ep_8_fmax,Class
335.8704692,-30.07291806,1.2054048,181.1512,7.95E-15,1.72E-14,1.91E-14,2.76E-14,1.01E-13,1.77E-13,6.71E-14,0.3235576,-0.005852663,-0.3730971,0.060118612,0,1.77E-13,1.77E-13,2
123.6295757,21.71993161,1.2238524,96.43271,4.45E-15,9.94E-15,1.32E-14,1.93E-14,7.91E-14,1.26E-13,4.25E-14,0.3898348,0.2024469,-0.2955861,-0.08373829,0,1.26E-13,1.26E-13,2
220.5657787,-0.854019948,1.7073877,7.69451,1.07E-15,1.19E-15,1.06E-15,1.15E-15,5.58E-15,1.34E-14,5.63E-15,0.03875871,0.0517042,-0.4141267,0.825542,0,1.34E-14,1.34E-14,2
241.6306447,27.61173798,0.7314604,164.203,2.38E-15,4.29E-15,1.98E-15,3.92E-15,1.26E-14,2.60E-14,1.12E-14,0.1550252,-0.3788788,-0.1670386,-0.1297095,0,2.60E-14,2.60E-14,2
210.8353226,-0.045584439,1.3452376,45.90955,1.80E-15,2.67E-15,8.54E-16,5.61E-15,5.80E-16,1.29E-14,9.46E-15,0.1706058,-0.3408647,0.01622879,-0.9267162,0,1.29E-14,1.29E-14,2
196.5814581,26.40993215,1.601344,13.02688,8.59E-16,2.82E-15,5.18E-15,7.24E-15,5.64E-15,2.46E-14,1.60E-14,0.7952124,0.1122339,-0.3581791,0.4021447,0,2.46E-14,2.46E-14,2
208.4197809,33.70660634,1.0281768,161.4109,3.55E-15,6.30E-15,9.52E-15,7.44E-15,3.19E-14,6.06E-14,2.76E-14,0.2260887,0.1465423,-0.5170646,0.205645,0,6.06E-14,6.06E-14,2
353.3750379,15.42748585,2.0933137,10.48683,4.15E-16,2.76E-15,1.43E-15,1.46E-15,0,7.18E-15,7.70E-15,0.7000622,-0.20672,-0.6632908,-1,0,7.18E-15,7.18E-15,2
182.5883865,43.57697395,1.355528,40.77847,3.34E-15,2.13E-15,3.44E-15,6.61E-15,2.54E-14,4.11E-14,1.15E-14,-0.2484321,0.2159809,-0.1339959,0.2768197,0,4.11E-14,4.11E-14,2
146.4508256,-8.806470843,1.187209,303.117,1.56E-14,1.49E-14,2.01E-14,2.55E-14,4.24E-14,1.19E-13,6.54E-14,0.054910034,0.057992,-0.4120071,-0.2998785,0,1.19E-13,1.19E-13,2
45.68131987,0.085595021,0.8373795,215.9025,5.91E-16,1.56E-15,1.99E-15,5.35E-15,3.19E-15,1.29E-14,7.65E-15,0.3297124,0.066538244,-0.036549773,-0.7292504,0,1.29E-14,1.29E-14,2
150.0247283,1.914616009,1.1040584,42.42373,1.70E-16,6.60E-16,1.93E-15,9.97E-16,3.14E-15,9.18E-15,4.38E-15,0.6053917,0.3941583,-0.6413305,0.1538305,0,9.18E-15,9.18E-15,2
154.6797066,0.061044628,1.0910113,34.62165,1.98E-15,2.16E-15,2.31E-15,3.22E-15,7.04E-15,1.89E-14,9.31E-15,0.10466787,-0.038171656,-0.20184565,-0.30601296,0,1.75E-14,2.03E-14,2
0.882447214,-26.18178018,1.2191905,50.52413,7.43E-16,1.89E-15,4.48E-16,2.53E-15,9.95E-17,6.64E-15,5.16E-15,0.3343785,-0.4369527,-0.1131202,-0.976949,0,6.64E-15,6.64E-15,2
14.02955499,-1.061077586,0.9413581,48.19163,5.56E-15,7.44E-15,6.20E-15,3.12E-16,1.40E-14,4.93E-14,1.94E-14,0.13267028,-0.28070897,-0.89266455,0.7099552,0,4.40E-14,5.58E-14,2
8.61039559,-43.23978108,0.922572,79.10866,4.16E-17,1.31E-17,1.31E-15,7.10E-15,2.48E-14,3.40E-14,5.41E-15,-0.6185573,0.9698502,0.26705003,0.10816964,0,3.38E-14,3.44E-14,2
24.9947547,-0.602285058,3.024926,18.18018,6.01E-15,8.50E-15,5.61E-15,4.71E-15,1.18E-13,1.43E-13,2.85E-14,0.09343002,-0.35486,-0.563054,0.7623435,0,1.43E-13,1.43E-13,2
129.2689765,38.71701099,2.9724076,11.84908,3.34E-16,9.60E-15,1.59E-14,1.56E-14,2.73E-13,3.15E-13,5.15E-14,0.921636,0.090599135,-0.5081076,0.676086,0,3.15E-13,3.15E-13,2
19.24554698,0.449466517,1.6936204,31.60814,2.95E-15,2.59E-15,3.45E-15,9.70E-15,0,2.05E-14,1.38E-14,-0.2266508,0.201438,-0.09838691,-1,0,2.05E-14,2.05E-14,2
350.0486236,-52.3449103,1.0811064,47.39618,2.78E-15,4.32E-15,2.86E-15,6.89E-15,5.52E-15,2.63E-14,1.57E-14,-0.12197401,-0.21567477,-0.18685603,0.16146696,0,2.41E-14,2.95E-14,2
330.6677292,-27.48832092,1.8118615,14.3425,2.58E-15,1.41E-16,3.75E-16,5.21E-15,3.83E-14,4.95E-14,4.59E-15,-0.7004641,0.1535584,-0.021815734,0.6221073,0,4.95E-14,4.95E-14,2
8.356667221,-43.36926959,1.7253603,15.82469,3.66E-16,2.53E-16,1.42E-15,2.58E-15,3.83E-15,8.71E-15,3.43E-15,0.6196162,0.4303655,-0.1364548,-0.5263855,0,8.71E-15,8.71E-15,2
155.6536294,43.87843734,3.1203434,22.46601,2.07E-15,4.43E-15,2.42E-15,6.96E-15,1.20E-14,2.79E-14,1.54E-14,0.2915049,-0.4350837,-0.02119766,-0.3256492,0,2.79E-14,2.79E-14,2
7.608672235,26.2802787,0.5165727,124.109,1.76E-15,1.35E-15,1.86E-15,1.80E-15,7.73E-16,9.19E-15,6.55E-15,-0.061865307,0.040356643,-0.51739293,-0.7206428,0,8.60E-15,1.50E-14,2
159.251719,58.81837657,2.2900305,11.32912,8.15E-16,4.16E-15,5.48E-15,7.79E-16,5.75E-14,7.02E-14,1.46E-14,0.3994924,0.1680456,-0.7522476,0.8001505,0,7.02E-14,7.02E-14,2
165.6956259,40.86414243,1.3852568,69.39607,1.02E-14,6.30E-15,1.21E-14,1.01E-14,0,4.59E-14,3.27E-14,-0.201473,0.3828017,-0.5069424,-1,0,4.59E-14,4.59E-14,2
25.55368013,-0.414766061,0.5899933,603.5002,1.14E-14,1.70E-14,2.39E-14,2.52E-14,5.52E-14,1.35E-13,7.29E-14,0.162791,0.104689494,-0.4702018,-0.20186886,0,1.26E-13,1.83E-13,2
157.8454485,31.05829946,1.1198262,62.25158,6.48E-16,8.00E-16,6.05E-16,7.58E-15,3.46E-14,4.42E-14,5.39E-15,0.02617419,-0.2936693,0.6133757,0.1478347,0,4.42E-14,4.42E-14,2
229.097341,6.620344587,0.5607011,820.6808,2.12E-14,7.37E-15,6.32E-15,5.01E-15,4.59E-15,4.34E-14,2.30E-14,-0.4916021,-0.1455198,-0.5601503,-0.3408939,0,4.34E-14,4.34E-14,2
169.7702363,40.31963329,0.7719401,260.1439,8.57E-15,9.16E-15,6.05E-15,1.15E-14,0,3.38E-14,2.80E-14,-0.034953877,-0.2189202,-0.237014,-1,0,3.38E-14,3.38E-14,2
173.7374717,56.95021588,0.9766073,47.90883,3.28E-16,0,2.59E-15,1.10E-14,2.87E-14,4.23E-14,1.35E-14,-1,1,0.1734069,0.001975466,0,4.23E-14,4.23E-14,2
161.3845756,59.23228319,1.9057798,24.63649,1.50E-15,3.86E-15,4.91E-15,1.78E-14,5.82E-15,3.33E-14,2.26E-14,0.4683795,-0.015587458,0.07369815,-0.7951482,0,3.07E-14,3.52E-14,2
202.8251907,11.25403515,0.5954642,333.4769,3.60E-15,5.70E-15,5.71E-15,5.20E-15,1.85E-14,4.14E-14,2.04E-14,0.19351593,-0.10639111,-0.519356,-0.09498684,0,3.72E-14,4.24E-14,2
164.7536283,1.496045379,1.7049278,13.99949,3.81E-16,2.19E-15,1.68E-15,4.19E-15,1.87E-15,1.32E-14,8.99E-15,0.5984467,0.023827244,-0.3069573,-0.4045267,0,1.32E-14,1.32E-14,2
127.2500476,50.08075678,1.180979,13.15602,4.80E-16,1.76E-15,5.26E-15,6.83E-15,1.14E-14,2.75E-14,1.52E-14,0.2312394,0.513154,-0.1938679,-0.3066095,0,2.75E-14,2.75E-14,2
18.91457685,-0.233327286,1.0166839,82.69173,2.23E-15,3.86E-15,3.16E-15,4.53E-15,3.94E-15,2.46E-14,1.78E-14,0.32380554,-0.44010812,-0.29847196,0.17675488,0,1.82E-14,4.97E-14,2
160.7326243,59.07426259,1.3065666,195.6684,1.23E-14,1.94E-14,2.09E-14,1.96E-14,1.63E-14,9.77E-14,7.08E-14,0.1647564,0.000307335,-0.5590318,-0.2075352,0,9.77E-14,9.77E-14,2
0.088549352,-25.13671395,1.9816997,343.6544,3.85E-15,5.02E-15,7.19E-15,9.41E-15,2.13E-14,4.70E-14,2.22E-14,0.1281405,0.1422192,-0.3532155,-0.3199722,0,4.70E-14,4.70E-14,2
1.171799659,0.119778353,0.28347975,7817.782,4.18E-14,6.59E-14,7.38E-14,1.06E-13,1.54E-13,4.41E-13,2.56E-13,0.1827687,-0.010361674,-0.3328096,-0.4678494,0,4.41E-13,4.41E-13,2
2.763265175,0.990923013,0.41868824,3046.201,3.35E-14,3.49E-14,2.99E-14,2.28E-14,1.42E-14,1.35E-13,1.05E-13,0.007061575,-0.1691281,-0.5811914,-0.7007797,0,1.35E-13,1.35E-13,2
5.144651158,-70.92400104,0.2879688,3198.198,1.49E-15,3.34E-15,5.02E-15,4.02E-14,1.29E-13,1.80E-13,3.21E-14,0.38818303,0.1293158,0.47690374,-0.09643298,0,1.77E-13,2.27E-13,2
9.068697261,-43.65507779,0.5075078,145.1112,3.66E-16,2.62E-16,2.84E-15,6.06E-15,1.13E-14,2.22E-14,9.16E-15,0.023033181,0.74652547,-0.08947996,-0.28585738,0,1.30E-14,3.44E-14,2
22.89545002,-0.232542699,1.4281553,47.42543,4.54E-15,5.79E-15,5.13E-15,4.39E-15,8.98E-15,3.68E-14,2.13E-14,-0.17712887,0.077110395,-0.65412545,0.31966865,0,2.78E-14,6.11E-14,2
19.1388949,-72.99725447,1.3854043,2355.428,1.65E-15,1.11E-14,2.27E-14,2.43E-14,4.91E-14,1.13E-13,6.02E-14,0.73207694,0.26782668,-0.46095616,-0.32566178,0,7.31E-14,1.22E-13,2
14.44348161,0.192781941,2.1240964,22.9204,1.40E-15,3.82E-15,1.46E-15,2.10E-15,2.24E-15,1.44E-14,1.01E-14,0.3559883,-0.1344497,-0.7604541,0.05508149,0,1.44E-14,1.44E-14,2
168.5213706,9.673811703,1.551951,17.57781,2.11E-16,3.41E-17,1.00E-15,5.58E-15,4.24E-14,5.13E-14,4.81E-15,-0.07893543,0.7498116,0.4586636,0.2210377,0,5.13E-14,5.13E-14,2
27.49369627,-0.507198312,1.9590899,15.97442,1.50E-15,3.15E-15,5.88E-15,3.85E-16,0,1.14E-14,1.42E-14,0.3229732,0.1854945,-0.957829,-1,0,1.14E-14,1.14E-14,2
34.07996848,0.479468481,1.4948909,47.19456,2.46E-15,1.64E-15,1.85E-15,3.43E-15,0,1.03E-14,6.73E-15,-0.2623832,-0.035068925,-0.1251693,-1,0,1.03E-14,1.03E-14,2
37.15704812,0.370961133,1.295029,163.2592,1.49E-14,2.53E-14,1.42E-14,2.61E-14,3.97E-14,1.20E-13,6.45E-14,0.2679586,-0.2223296,-0.1864559,-0.5227243,0,1.20E-13,1.20E-13,2
45.92112407,-0.389402154,0.4925996,1416.043,3.66E-15,1.05E-14,1.47E-14,1.89E-14,1.98E-14,6.79E-14,4.58E-14,0.4431833,0.1063033,-0.380013,-0.6064095,0,6.79E-14,6.79E-14,2
47.49951989,17.09903502,0.54378605,1555.139,6.29E-15,8.78E-15,6.92E-15,6.07E-14,3.18E-13,3.99E-13,9.95E-14,0.1816409,-0.173962,0.5295239,0.1639093,0,3.99E-13,3.99E-13,2
49.21123048,-55.37388058,1.7418494,22.43069,3.62E-16,6.16E-16,4.08E-15,3.63E-15,1.34E-15,1.61E-14,1.19E-14,0.6705576,0.4483204,-0.4946867,-0.8397494,0,1.61E-14,1.61E-14,2
50.97234301,-37.2658825,0.4019475,5266.173,2.14E-15,1.84E-14,4.69E-14,6.89E-14,1.08E-13,2.44E-13,1.26E-13,0.8051441,0.4253439,-0.3101365,-0.4632029,0,2.44E-13,2.44E-13,2
17.04419269,0.299143306,1.612431,38.29861,4.84E-16,1.22E-15,9.86E-15,1.46E-14,9.57E-15,3.75E-14,2.57E-14,0.6819365,0.6561482,-0.3102049,-0.7081904,0,3.75E-14,3.75E-14,2
57.34696838,-11.99116498,1.9003778,287057.8,2.54E-12,4.72E-12,5.95E-12,8.78E-12,1.30E-11,3.49E-11,1.98E-11,0.2515068,0.038101483,-0.3218848,-0.4618493,0,3.49E-11,3.49E-11,2
13.33983582,12.46090395,0.5524973,686.9238,9.83E-15,1.38E-14,1.15E-14,1.37E-14,5.08E-14,1.07E-13,4.10E-14,0.21772942,-0.07033025,-0.38484478,-0.074171364,0,1.05E-13,1.12E-13,2
205.1787276,26.3664228,2.2960722,19.39177,1.77E-15,1.88E-15,6.13E-15,4.37E-15,3.04E-14,4.45E-14,1.42E-14,-0.001068981,0.4103366,-0.6147921,0.3500294,0,4.45E-14,4.45E-14,2
34.23048525,-5.19587814,1.255548,23.19099,3.10E-16,2.29E-16,1.60E-15,2.85E-16,4.02E-15,6.64E-15,2.73E-15,0.3903201,0.5738233,-0.738753,0.1970247,0,6.64E-15,6.64E-15,2
73.54751411,-66.72182362,1.2407118,4891.962,5.09E-14,1.81E-13,2.48E-13,3.16E-13,8.25E-13,1.62E-12,7.72E-13,0.6010581,0.2242702,-0.3574702,-0.3016503,0,1.62E-12,1.62E-12,2
140.6551945,31.17214083,0.7375216,309.7433,6.18E-15,2.22E-15,9.05E-15,2.34E-14,5.25E-14,9.64E-14,3.09E-14,-0.1601766,0.2929855,-0.08307321,-0.1896011,0,9.64E-14,9.64E-14,2
188.752674,1.962854681,1.1877669,99.19843,1.63E-14,1.56E-14,1.07E-14,1.60E-14,0,5.86E-14,5.16E-14,-0.054530095,-0.3295997,-0.3328032,-1,0,5.86E-14,5.86E-14,2
84.87255814,-28.81666231,0.34882882,3800.438,2.21E-14,3.23E-14,3.86E-14,4.41E-14,6.61E-14,2.07E-13,1.24E-13,0.1589127,0.002916941,-0.42557046,-0.3981995,0,2.06E-13,2.11E-13,2
205.1066895,-0.567836246,1.8367183,7.74891,7.21E-16,5.91E-16,3.82E-15,4.31E-15,3.45E-14,4.56E-14,1.04E-14,0.08451894,0.6322963,-0.3588084,0.5525405,0,4.56E-14,4.56E-14,2
102.6942984,25.04991332,1.9005073,136294.1,1.72E-12,4.12E-12,4.54E-12,3.68E-12,2.55E-12,1.66E-11,1.45E-11,0.4160914,-0.006808149,-0.5559729,-0.7135757,0,1.66E-11,1.66E-11,2
160.9396742,58.91736786,2.9627125,7.031292,1.56E-16,1.40E-15,3.15E-15,5.65E-15,0,1.04E-14,9.48E-15,0.7875206,0.2469914,-0.2505947,-1,0,1.04E-14,1.04E-14,2
15.95423697,0.293337285,1.2925842,32.96356,5.90E-16,4.26E-15,4.38E-15,3.37E-15,5.08E-15,2.63E-14,1.59E-14,0.635042,-0.10052821,-0.54892457,0.77033544,0,2.58E-14,2.72E-14,2
120.932647,42.91246418,1.3252078,121.0644,5.00E-16,4.32E-15,7.55E-15,1.28E-14,1.94E-14,6.16E-14,2.53E-14,0.6726595,0.3213069,-0.20256618,-0.36558306,8.183316,4.60E-14,6.75E-14,2
122.5334508,46.44676332,1.3426279,55.92504,1.45E-15,3.94E-15,5.13E-15,1.61E-15,6.46E-15,1.96E-14,1.52E-14,0.3806172,0.1938361,-0.8723599,0.7911152,0,1.96E-14,1.96E-14,2
334.4026801,0.168135411,0.31015122,1018.248,2.08E-15,4.08E-15,4.75E-15,6.07E-15,9.10E-15,2.65E-14,1.53E-14,0.26396427,-0.003370348,-0.36768705,-0.47214332,0,2.28E-14,3.12E-14,2
128.9292545,25.18401477,0.48593503,1651.148,3.08E-14,3.73E-14,3.01E-14,3.19E-14,5.17E-14,1.82E-13,1.13E-13,0.091852434,-0.1762965,-0.4422882,-0.3160691,0,1.82E-13,1.82E-13,2
8.536910817,-43.17004614,1.6872786,8.434694,3.82E-16,1.49E-16,1.45E-16,1.61E-15,1.00E-14,1.31E-14,1.08E-15,-0.6050452,0.1763213,0.274169,0.2200551,0,1.31E-14,1.31E-14,2
134.1105336,1.787825016,0.2793384,3122.702,7.84E-15,1.37E-14,1.82E-14,2.58E-14,3.23E-14,9.89E-14,6.87E-14,0.2264847,0.09563678,-0.3341612,-0.5316496,0,9.89E-14,9.89E-14,2
137.3809179,-0.735206101,1.2890587,36.75043,1.98E-15,2.37E-15,2.03E-15,3.79E-15,5.00E-15,1.42E-14,8.36E-15,0.024656229,-0.09281689,-0.2675115,0.1612936,0,1.42E-14,1.42E-14,2
140.5239154,-0.348809789,1.1949404,52.66884,2.56E-15,4.66E-15,2.90E-15,4.34E-15,1.86E-14,3.46E-14,1.52E-14,0.2682484,-0.1787613,-0.3706312,0.23259,0,3.46E-14,3.46E-14,2
143.002838,27.0818698,1.3650271,334.2794,2.93E-14,2.68E-14,2.88E-14,3.57E-14,8.66E-14,2.08E-13,9.56E-14,0.010360879,0.1059746,-0.3693312,-0.3349153,0,2.08E-13,2.08E-13,2
45.78914642,-1.222321094,0.82560587,170.8123,3.29E-15,6.84E-15,6.98E-15,7.82E-15,2.67E-14,5.63E-14,2.47E-14,0.4493306,-0.1151687,-0.4441666,0.09432206,0,5.63E-14,5.63E-14,2
150.8546962,32.88510971,0.7597422,144.1736,2.01E-15,2.20E-15,3.16E-15,3.02E-15,7.31E-15,1.78E-14,9.73E-15,-0.011971945,0.1856134,-0.4337149,-0.3543126,0,1.78E-14,1.78E-14,2
155.8825102,47.1904667,0.551003,965.436,1.23E-14,1.77E-14,1.83E-14,3.23E-14,5.37E-14,1.36E-13,6.79E-14,0.1459641,-0.026931904,-0.2512158,-0.4153064,0,1.36E-13,1.36E-13,2
215.6904457,-0.082384963,2.1977758,8.254627,1.56E-15,7.11E-16,8.95E-16,1.37E-15,1.32E-15,1.73E-14,7.21E-15,-0.2254977,0.6005387,-0.1125949,-0.9255639,0,1.73E-14,1.73E-14,2
34.30911162,-4.770484745,1.2328092,21.25356,1.89E-16,1.27E-15,3.60E-16,5.66E-16,2.95E-15,8.51E-15,4.28E-15,0.61000806,-0.48202214,-0.6145456,0.30902442,0,6.83E-15,1.38E-14,2
157.0952306,23.85718046,0.59915864,7400.698,1.33E-13,1.46E-13,1.57E-13,1.77E-13,4.19E-13,1.03E-12,5.29E-13,-0.000928934,-0.035126053,-0.4337695,-0.2622648,0,1.03E-12,1.03E-12,2
157.7277974,38.26588769,0.58477145,554.3615,1.09E-14,1.76E-14,2.77E-14,4.23E-14,1.11E-13,2.09E-13,8.64E-14,0.1829698,0.1495914,-0.2819466,-0.2123603,0,2.09E-13,2.09E-13,2
159.8477087,-0.32864422,0.53514105,686.9657,4.31E-15,8.43E-15,8.22E-15,1.11E-14,1.89E-14,5.16E-14,2.97E-14,0.3154623,-0.098063275,-0.3473768,-0.3934394,0,5.16E-14,5.16E-14,2
14.2503052,-1.097911056,0.8500448,97.19344,7.01E-15,1.25E-14,1.35E-14,3.95E-14,1.97E-13,2.88E-13,6.20E-14,0.16107002,0.055456087,-0.11639412,0.15121031,0,2.73E-13,2.98E-13,2
160.6841267,16.72323265,0.606394,434.2084,8.79E-15,1.06E-14,6.91E-15,1.10E-14,1.83E-14,5.80E-14,3.07E-14,0.05603083,-0.2206413,-0.2679327,-0.3743534,0,5.80E-14,5.80E-14,2
163.1976993,35.5424511,1.6269417,138.0436,3.24E-14,5.02E-14,3.33E-14,4.12E-14,1.75E-13,3.32E-13,1.59E-13,0.1377613,-0.3517554,-0.4169426,0.1119234,0,3.32E-13,3.32E-13,2
167.1595367,25.92259153,0.4589319,2521.448,5.03E-14,1.22E-14,4.50E-15,9.41E-15,4.12E-15,8.40E-14,2.94E-14,-0.607504,-0.5205525,-0.1300327,-0.8430092,0,8.40E-14,8.40E-14,2
169.7231337,43.26705111,1.5102613,105.4594,3.29E-15,1.23E-14,7.78E-15,7.30E-15,1.04E-14,4.87E-14,3.51E-14,0.6323287,-0.2062387,-0.3652627,-0.7684502,0,4.87E-14,4.87E-14,2
169.7785994,60.07488902,1.1099569,129.254,8.79E-15,2.22E-14,9.56E-15,1.68E-14,4.32E-16,6.68E-14,5.99E-14,0.393601,-0.4361423,-0.2981229,-0.9924508,0,6.68E-14,6.68E-14,2
170.2039789,13.63945573,0.8533335,112.6349,1.59E-15,1.93E-15,2.74E-15,5.77E-15,1.13E-14,2.36E-14,9.58E-15,0.036642242,0.1038647,-0.1195202,-0.2953143,0,2.36E-14,2.36E-14,2
175.1029502,66.03796475,1.0850499,94.50507,2.55E-15,2.52E-15,2.93E-15,4.20E-15,7.39E-15,2.20E-14,1.17E-14,-0.03553056,0.1289159,-0.5177304,0.001880371,0,2.20E-14,2.20E-14,2
175.4721435,2.323477002,0.5586967,617.009,4.77E-15,1.05E-14,1.14E-14,1.29E-14,2.30E-14,6.34E-14,3.89E-14,0.3521484,-0.025986226,-0.4252768,-0.3808169,0,6.34E-14,6.34E-14,2
176.5869532,64.86506611,1.3186245,43.80312,2.88E-15,8.40E-15,3.82E-15,1.44E-14,1.83E-14,5.00E-14,2.58E-14,0.4641205,-0.4131454,0.1620425,-0.28635,0,5.00E-14,5.00E-14,2
181.1087755,1.675829333,2.2488902,19.17931,2.98E-15,4.06E-15,3.14E-15,1.77E-15,1.79E-14,2.98E-14,1.06E-14,0.1621224,-0.0649195,-0.65286,0.3503429,0,2.98E-14,2.98E-14,2
184.3862486,46.97480397,0.36258477,3658.444,2.41E-14,3.22E-14,3.43E-14,4.00E-14,1.14E-13,2.45E-13,1.18E-13,0.08826674,-0.023451678,-0.416585,-0.1910379,0,2.45E-13,2.45E-13,2
184.9111609,6.672728984,0.46813455,609.2966,1.66E-14,1.57E-14,1.38E-14,1.74E-14,2.96E-14,1.00E-13,5.31E-14,-0.09006604,-0.1381806,-0.39158562,-0.47488087,0,9.59E-14,1.12E-13,2
186.3483998,22.52460924,0.5281571,472.7585,2.39E-15,2.90E-15,2.92E-15,4.53E-15,7.35E-16,1.39E-14,1.06E-14,0.061728403,-0.070193894,-0.3005342,-0.8367029,0,1.39E-14,1.39E-14,2
186.7353919,1.523401721,0.5608113,1468.699,1.04E-15,3.73E-15,3.72E-14,8.01E-14,2.39E-13,3.59E-13,9.28E-14,0.5196364,0.7942795,-0.1309439,-0.1468827,0,3.59E-13,3.59E-13,2
187.6585784,16.42808864,0.34124035,6315.262,7.21E-14,6.78E-14,5.22E-14,8.07E-14,1.14E-13,3.90E-13,2.16E-13,-0.05508384,-0.1566763,-0.279966,-0.5485629,0,3.90E-13,3.90E-13,2
194.6200198,28.45504554,0.45513192,1010.967,1.11E-14,1.24E-14,1.31E-14,1.26E-14,1.76E-14,6.75E-14,4.25E-14,0.06321176,-0.027247509,-0.4925207,-0.4852868,0,6.75E-14,6.75E-14,2
195.3712783,27.67695014,0.5855561,150.4164,2.16E-16,8.91E-17,2.89E-15,1.91E-14,2.14E-14,4.87E-14,1.28E-14,-0.2542927,0.8450015,0.40454915,-0.64289844,0,4.81E-14,4.90E-14,2
195.9268252,-24.24531299,1.341041,78306.3,2.88E-13,1.26E-12,1.96E-12,2.15E-12,2.27E-12,7.93E-12,5.82E-12,0.5929295,0.15234986,-0.44482574,-0.5885863,18.70727,7.85E-12,8.25E-12,2
197.0140951,29.48587062,0.36968076,3201.979,1.30E-14,1.87E-14,2.08E-14,2.63E-14,6.43E-14,1.43E-13,7.02E-14,0.1778211,-0.013318616,-0.3860784,-0.2362138,0,1.43E-13,1.43E-13,2
197.3742971,32.56382106,0.46125227,1228.517,1.78E-14,1.71E-14,1.75E-14,3.13E-14,1.07E-13,1.92E-13,6.69E-14,-0.09000295,-0.079125494,-0.2288781,-0.06039469,0,1.92E-13,1.92E-13,2
198.0739803,35.25584423,0.2503851,87529.12,2.17E-13,1.88E-13,2.24E-13,3.29E-13,5.07E-13,1.47E-12,7.62E-13,-0.122256,0.014886202,-0.3238202,-0.4490796,0,1.47E-12,1.47E-12,2
201.4728147,12.7348119,1.1457915,111.0745,9.47E-15,9.58E-15,9.79E-15,1.86E-14,9.51E-15,5.70E-14,3.99E-14,-0.074005894,-0.1507307,-0.2247878,-0.7376118,0,5.70E-14,5.70E-14,2
138.0786962,0.466366857,0.8218544,204.694,2.87E-15,6.20E-15,4.83E-15,3.31E-15,9.12E-15,2.93E-14,1.84E-14,0.3244528,-0.1653592,-0.4529295,-0.4181646,0,2.93E-14,2.93E-14,2
205.1187066,-0.424922248,1.4470161,19.77108,2.82E-15,2.08E-15,3.46E-16,8.31E-16,1.19E-14,2.25E-14,5.26E-15,-0.2018831,-0.054262146,-0.5236465,0.9755374,0,2.25E-14,2.25E-14,2
207.4701655,2.079195371,0.28792992,8061.365,5.63E-14,1.57E-13,2.96E-13,5.51E-13,1.06E-12,2.13E-12,9.21E-13,0.482049,0.2641914,-0.2046698,-0.3650518,0,2.13E-12,2.13E-12,2
210.7635558,-0.161782576,1.3123926,41.56428,1.02E-15,1.88E-15,3.12E-15,2.82E-15,4.21E-15,1.44E-14,9.89E-15,0.2011214,0.2102663,-0.4103659,-0.530093,0,1.44E-14,1.44E-14,2
211.5385229,25.40962688,1.0465302,141.115,7.97E-15,1.14E-14,1.07E-14,1.71E-14,1.65E-14,6.37E-14,4.36E-14,0.09778211,-0.1907821,-0.3046698,-0.555781,0,6.37E-14,6.37E-14,2
210.1197915,62.17741865,0.4300975,873.4683,4.16E-16,2.23E-15,2.71E-14,1.48E-13,3.03E-13,4.83E-13,1.11E-13,0.032288857,0.8523493,0.3110006,-0.3224367,0,4.83E-13,4.83E-13,2
14.54778218,-27.44305017,0.9964951,230.276,3.00E-15,3.65E-15,3.02E-15,1.83E-15,2.64E-15,1.81E-14,1.25E-14,0.01713222,-0.05212485,-0.7018606,-0.186342,0,1.81E-14,1.81E-14,2
212.8475002,52.22553359,0.39859858,3481.027,2.95E-14,3.93E-14,3.43E-14,3.88E-14,3.06E-14,1.75E-13,1.28E-13,0.09292306,-0.1403452,-0.4369989,-0.6891356,0,1.75E-13,1.75E-13,2
213.2266435,54.23640063,1.1409967,38.55629,1.20E-15,1.41E-15,1.55E-15,1.82E-15,8.63E-15,1.71E-14,6.76E-15,0.035070702,0.1804867,-0.6277139,0.1581748,0,1.71E-14,1.71E-14,2
213.5826938,53.63759756,0.45442137,7318.439,1.08E-13,5.56E-14,3.95E-14,5.09E-14,8.42E-14,3.37E-13,1.62E-13,-0.368563,-0.2343896,-0.3779362,-0.4286409,0,3.37E-13,3.37E-13,2
214.1026331,44.86563475,0.58051735,560.4506,1.25E-14,1.38E-14,1.65E-14,1.50E-14,2.12E-14,7.77E-14,5.20E-14,0.078803085,0.04938809,-0.4840407,-0.2903691,0,7.77E-14,7.77E-14,2
214.2655108,-46.69476104,0.42086297,2707.572,4.59E-16,4.09E-15,3.50E-15,4.15E-14,1.23E-12,1.28E-12,3.22E-14,0.7730585,-0.09470311,0.595882,0.7681732,0,1.28E-12,1.28E-12,2
215.6473069,-2.169844948,1.813961,18.71432,5.97E-15,1.40E-14,9.43E-15,1.01E-14,4.26E-14,8.41E-14,4.06E-14,0.2959835,-0.2046239,-0.3920708,0.055175964,0,8.41E-14,8.41E-14,2
